State-Code,Name,TRU,Education-Level,Tot-P,Tot-M,Tot-F,Persons-exactly-1,Males-exactly-1,Females-exactly-1,Persons-exactly-2,Males-exactly-2,Females-exactly-2,Persons-atleast-3,Males-atleast-3,Females-atleast-3
9,UTTAR PRADESH,Rural,Literate but below primary,17578607,9646918,7931689,16570331,9104231,7466100,951601,512677,438924,56675,30010,26665
9,UTTAR PRADESH,Rural,Primary but below middle,22391245,12594860,9796385,20637565,11622337,9015228,1585250,881423,703827,168430,91100,77330
9,UTTAR PRADESH,Rural,Middle but below matric/secondary,18300002,11539043,6760959,16599691,10454958,6144733,1447938,925320,522618,252373,158765,93608
9,UTTAR PRADESH,Rural,Matric/Secondary but below graduate,18176802,12118271,6058531,14993188,9977098,5016090,2701944,1820869,881075,481670,320304,161366
9,UTTAR PRADESH,Rural,Graduate and above,4654942,3344339,1310603,3231557,2300396,931161,1195425,875073,320352,227960,168870,59090
9,UTTAR PRADESH,Total,Total,199812341,104480510,95331831,176938732,91170601,85768131,20287945,11762916,8525029,2585664,1546993,1038671
9,UTTAR PRADESH,Total,Illiterate,85414786,36245546,49169240,82513117,34975270,47537847,2811647,1230985,1580662,90022,39291,50731
9,UTTAR PRADESH,Total,Literate,114397555,68234964,46162591,94425615,56195331,38230284,17476298,10531931,6944367,2495642,1507702,987940
9,UTTAR PRADESH,Total,Literate but below primary,21424480,11763367,9661113,19617885,10785607,8832278,1696146,918845,777301,110449,58915,51534
9,UTTAR PRADESH,Total,Primary but below middle,27798792,15505178,12293614,24697422,13789116,10908306,2813317,1560809,1252508,288053,155253,132800
9,UTTAR PRADESH,Total,Middle but below matric/secondary,23122728,14276668,8846060,20162451,12472590,7689861,2556741,1560017,996724,403536,244061,159475
9,UTTAR PRADESH,Total,Matric/Secondary but below graduate,26270147,16809553,9460594,19813348,12786520,7026828,5516493,3446322,2070171,940306,576711,363595
9,UTTAR PRADESH,Total,Graduate and above,9919838,6378138,3541700,5155155,3392915,1762240,4105266,2571047,1534219,659417,414176,245241
9,UTTAR PRADESH,Urban,Total,44495063,23487515,21007548,32539351,16818774,15720577,10637896,5935912,4701984,1317816,732829,584987
9,UTTAR PRADESH,Urban,Illiterate,15382188,7046239,8335949,13934145,6383562,7550583,1397019,640473,756546,51024,22204,28820
9,UTTAR PRADESH,Urban,Literate,29112875,16441276,12671599,18605206,10435212,8169994,9240877,5295439,3945438,1266792,710625,556167
9,UTTAR PRADESH,Urban,Literate but below primary,3845873,2116449,1729424,3047554,1681376,1366178,744545,406168,338377,53774,28905,24869
9,UTTAR PRADESH,Urban,Primary but below middle,5407547,2910318,2497229,4059857,2166779,1893078,1228067,679386,548681,119623,64153,55470
9,UTTAR PRADESH,Urban,Middle but below matric/secondary,4822726,2737625,2085101,3562760,2017632,1545128,1108803,634697,474106,151163,85296,65867
9,UTTAR PRADESH,Urban,Matric/Secondary but below graduate,8093345,4691282,3402063,4820160,2809422,2010738,2814549,1625453,1189096,458636,256407,202229
9,UTTAR PRADESH,Urban,Graduate and above,5264896,3033799,2231097,1923598,1092519,831079,2909841,1695974,1213867,431457,245306,186151
10,BIHAR,Rural,Total,92341436,48073850,44267586,78411179,40207957,38203222,12667581,7080819,5586762,1262676,785074,477602
10,BIHAR,Rural,Illiterate,47529284,20832020,26697264,43198313,18933661,24264652,4175714,1824371,2351343,155257,73988,81269
10,BIHAR,Rural,Literate,44812152,27241830,17570322,35212866,21274296,13938570,8491867,5256448,3235419,1107419,711086,396333
10,BIHAR,Rural,Literate but below primary,12370917,6611758,5759159,9831826,5243653,4588173,2379573,1283729,1095844,159518,84376,75142
10,BIHAR,Rural,Primary but below middle,11717783,6878975,4838808,9194533,5352849,3841684,2301928,1399068,902860,221322,127058,94264
10,BIHAR,Rural,Middle but below matric/secondary,6873883,4333233,2540650,5504834,3448857,2055977,1209924,785630,424294,159125,98746,60379
10,BIHAR,Rural,Matric/Secondary but below graduate,9017630,6189519,2828111,7035928,4836778,2199150,1619105,1108733,510372,362597,244008,118589
10,BIHAR,Rural,Graduate and above,1851135,1488731,362404,1290784,1036232,254552,415267,334040,81227,145084,118459,26625
10,BIHAR,Total,Total,104099452,54278157,49821295,87337667,44834662,42503005,15079213,8415020,6664193,1682572,1028475,654097
10,BIHAR,Total,Illiterate,51594899,22670134,28924765,46842739,20584679,26258060,4572054,1999916,2572138,180106,85539,94567
10,BIHAR,Total,Literate,52504553,31608023,20896530,40494928,24249983,16244945,10507159,6415104,4092055,1502466,942936,559530
10,BIHAR,Total,Literate but below primary,13701980,7308358,6393622,10854088,5780036,5074052,2658391,1428855,1229536,189501,99467,90034
10,BIHAR,Total,Primary but below middle,13154969,7625383,5529586,10264171,5906760,4357411,2622897,1567803,1055094,267901,150820,117081
10,BIHAR,Total,Middle but below matric/secondary,7969599,4930890,3038709,6305966,3886363,2419603,1459343,921815,537528,204290,122712,81578
10,BIHAR,Total,Matric/Secondary but below graduate,11234040,7458931,3775109,8508303,5688284,2820019,2222916,1448437,774479,502821,322210,180611
10,BIHAR,Total,Graduate and above,3061676,2326092,735584,1923734,1479662,444072,875943,646581,229362,261999,199849,62150
10,BIHAR,Urban,Total,11758016,6204307,5553709,8926488,4626705,4299783,2411632,1334201,1077431,419896,243401,176495
10,BIHAR,Urban,Illiterate,4065615,1838114,2227501,3644426,1651018,1993408,396340,175545,220795,24849,11551,13298
10,BIHAR,Urban,Literate,7692401,4366193,3326208,5282062,2975687,2306375,2015292,1158656,856636,395047,231850,163197
10,BIHAR,Urban,Literate but below primary,1331063,696600,634463,1022262,536383,485879,278818,145126,133692,29983,15091,14892
10,BIHAR,Urban,Primary but below middle,1437186,746408,690778,1069638,553911,515727,320969,168735,152234,46579,23762,22817
10,BIHAR,Urban,Middle but below matric/secondary,1095716,597657,498059,801132,437506,363626,249419,136185,113234,45165,23966,21199
10,BIHAR,Urban,Matric/Secondary but below graduate,2216410,1269412,946998,1472375,851506,620869,603811,339704,264107,140224,78202,62022
10,BIHAR,Urban,Graduate and above,1210541,837361,373180,632950,443430,189520,460676,312541,148135,116915,81390,35525
11,SIKKIM,Rural,Total,456999,242797,214202,182769,90735,92034,156054,86517,69537,118176,65545,52631
11,SIKKIM,Rural,Illiterate,135069,58552,76517,99577,43606,55971,31068,12726,18342,4424,2220,2204
11,SIKKIM,Rural,Literate,321930,184245,137685,83192,47129,36063,124986,73791,51195,113752,63325,50427
11,SIKKIM,Rural,Literate but below primary,96333,56198,40135,41658,23348,18310,41585,25028,16557,13090,7822,5268
11,SIKKIM,Rural,Primary but below middle,90078,48838,41240,21392,10982,10410,40801,22747,18054,27885,15109,12776
11,SIKKIM,Rural,Middle but below matric/secondary,48951,26434,22517,6413,3458,2955,18330,10362,7968,24208,12614,11594
11,SIKKIM,Rural,Matric/Secondary but below graduate,56283,34313,21970,7569,5627,1942,15141,9916,5225,33573,18770,14803
11,SIKKIM,Rural,Graduate and above,14545,8888,5657,828,555,273,2700,1751,949,11017,6582,4435
11,SIKKIM,Total,Total,610577,323070,287507,221578,109730,111848,207597,113913,93684,181402,99427,81975
11,SIKKIM,Total,Illiterate,165625,71801,93824,120558,53042,67516,38627,15607,23020,6440,3152,3288
11,SIKKIM,Total,Literate,444952,251269,193683,101020,56688,44332,168970,98306,70664,174962,96275,78687
11,SIKKIM,Total,Literate but below primary,116100,66658,49442,47241,26173,21068,51211,30184,21027,17648,10301,7347
11,SIKKIM,Total,Primary but below middle,115601,62664,52937,25990,13337,12653,53271,29575,23696,36340,19752,16588
11,SIKKIM,Total,Middle but below matric/secondary,69545,37520,32025,8810,4728,4082,26379,14762,11617,34356,18030,16326
11,SIKKIM,Total,Matric/Secondary but below graduate,91178,53420,37758,11032,7790,3242,24393,15388,9005,55753,30242,25511
11,SIKKIM,Total,Graduate and above,32669,19290,13379,1680,1045,635,5725,3575,2150,25264,14670,10594
11,SIKKIM,Urban,Total,153578,80273,73305,38809,18995,19814,51543,27396,24147,63226,33882,29344
11,SIKKIM,Urban,Illiterate,30556,13249,17307,20981,9436,11545,7559,2881,4678,2016,932,1084
11,SIKKIM,Urban,Literate,123022,67024,55998,17828,9559,8269,43984,24515,19469,61210,32950,28260
11,SIKKIM,Urban,Literate but below primary,19767,10460,9307,5583,2825,2758,9626,5156,4470,4558,2479,2079
11,SIKKIM,Urban,Primary but below middle,25523,13826,11697,4598,2355,2243,12470,6828,5642,8455,4643,3812
11,SIKKIM,Urban,Middle but below matric/secondary,20594,11086,9508,2397,1270,1127,8049,4400,3649,10148,5416,4732
11,SIKKIM,Urban,Matric/Secondary but below graduate,34895,19107,15788,3463,2163,1300,9252,5472,3780,22180,11472,10708
11,SIKKIM,Urban,Graduate and above,18124,10402,7722,852,490,362,3025,1824,1201,14247,8088,6159
12,ARUNACHAL PRADESH,Rural,Total,1066358,546011,520347,407694,189104,218590,366150,188857,177293,292514,168050,124464
12,ARUNACHAL PRADESH,Rural,Illiterate,530456,236621,293835,340525,150770,189755,148706,65435,83271,41225,20416,20809
12,ARUNACHAL PRADESH,Rural,Literate,535902,309390,226512,67169,38334,28835,217444,123422,94022,251289,147634,103655
12,ARUNACHAL PRADESH,Rural,Literate but below primary,130062,70679,59383,23102,12235,10867,67055,36135,30920,39905,22309,17596
12,ARUNACHAL PRADESH,Rural,Primary but below middle,144994,79508,65486,16221,8834,7387,65006,35179,29827,63767,35495,28272
12,ARUNACHAL PRADESH,Rural,Middle but below matric/secondary,103066,58908,44158,9498,5507,3991,38436,21828,16608,55132,31573,23559
12,ARUNACHAL PRADESH,Rural,Matric/Secondary but below graduate,112460,70555,41905,11284,7619,3665,34092,21995,12097,67084,40941,26143
12,ARUNACHAL PRADESH,Rural,Graduate and above,27668,19476,8192,1971,1440,531,5748,4070,1678,19949,13966,5983
12,ARUNACHAL PRADESH,Total,Total,1383727,713912,669815,497782,235499,262283,467394,241747,225647,418551,236666,181885
12,ARUNACHAL PRADESH,Total,Illiterate,617722,274044,343678,393873,175204,218669,172558,74486,98072,51291,24354,26937
12,ARUNACHAL PRADESH,Total,Literate,766005,439868,326137,103909,60295,43614,294836,167261,127575,367260,212312,154948
12,ARUNACHAL PRADESH,Total,Literate but below primary,164976,88788,76188,30392,16164,14228,83654,44557,39097,50930,28067,22863
12,ARUNACHAL PRADESH,Total,Primary but below middle,189369,102518,86851,23738,12886,10852,82570,44141,38429,83061,45491,37570
12,ARUNACHAL PRADESH,Total,Middle but below matric/secondary,145848,82535,63313,15599,9053,6546,52773,29822,22951,77476,43660,33816
12,ARUNACHAL PRADESH,Total,Matric/Secondary but below graduate,188681,115956,72725,22964,15571,7393,55724,35805,19919,109993,64580,45413
12,ARUNACHAL PRADESH,Total,Graduate and above,53606,36430,17176,4500,3013,1487,10756,7381,3375,38350,26036,12314
12,ARUNACHAL PRADESH,Urban,Total,317369,167901,149468,90088,46395,43693,101244,52890,48354,126037,68616,57421
12,ARUNACHAL PRADESH,Urban,Illiterate,87266,37423,49843,53348,24434,28914,23852,9051,14801,10066,3938,6128
12,ARUNACHAL PRADESH,Urban,Literate,230103,130478,99625,36740,21961,14779,77392,43839,33553,115971,64678,51293
12,ARUNACHAL PRADESH,Urban,Literate but below primary,34914,18109,16805,7290,3929,3361,16599,8422,8177,11025,5758,5267
12,ARUNACHAL PRADESH,Urban,Primary but below middle,44375,23010,21365,7517,4052,3465,17564,8962,8602,19294,9996,9298
12,ARUNACHAL PRADESH,Urban,Middle but below matric/secondary,42782,23627,19155,6101,3546,2555,14337,7994,6343,22344,12087,10257
12,ARUNACHAL PRADESH,Urban,Matric/Secondary but below graduate,76221,45401,30820,11680,7952,3728,21632,13810,7822,42909,23639,19270
12,ARUNACHAL PRADESH,Urban,Graduate and above,25938,16954,8984,2529,1573,956,5008,3311,1697,18401,12070,6331
13,NAGALAND,Rural,Total,1407536,725472,682064,601992,288225,313767,499358,257829,241529,306186,179418,126768
13,NAGALAND,Rural,Illiterate,510873,241451,269422,398476,185486,212990,95016,45774,49242,17381,10191,7190
13,NAGALAND,Rural,Literate,896663,484021,412642,203516,102739,100777,404342,212055,192287,288805,169227,119578
13,NAGALAND,Rural,Literate but below primary,195040,101132,93908,78664,39100,39564,89162,46339,42823,27214,15693,11521
13,NAGALAND,Rural,Primary but below middle,245799,126574,119225,57583,27625,29958,129073,65222,63851,59143,33727,25416
13,NAGALAND,Rural,Middle but below matric/secondary,204421,111718,92703,31561,16181,15380,96844,50898,45946,76016,44639,31377
13,NAGALAND,Rural,Matric/Secondary but below graduate,155993,90728,65265,17270,10404,6866,54087,30543,23544,84636,49781,34855
13,NAGALAND,Rural,Graduate and above,39983,24521,15462,2453,1461,992,10158,6117,4041,27372,16943,10429
13,NAGALAND,Total,Total,1978502,1024649,953853,748779,362750,386029,692242,355306,336936,537481,306593,230888
13,NAGALAND,Total,Illiterate,636068,300692,335376,488345,228843,259502,120964,56877,64087,26759,14972,11787
13,NAGALAND,Total,Literate,1342434,723957,618477,260434,133907,126527,571278,298429,272849,510722,291621,219101
13,NAGALAND,Total,Literate but below primary,258594,134218,124376,94395,47192,47203,118336,61162,57174,45863,25864,19999
13,NAGALAND,Total,Primary but below middle,330358,170554,159804,70909,34304,36605,166748,83926,82822,92701,52324,40377
13,NAGALAND,Total,Middle but below matric/secondary,304611,164734,139877,41915,21712,20203,136498,70875,65623,126198,72147,54051
13,NAGALAND,Total,Matric/Secondary but below graduate,281452,160007,121445,28469,17637,10832,93894,52188,41706,159089,90182,68907
13,NAGALAND,Total,Graduate and above,89718,53023,36695,4495,2682,1813,22151,12808,9343,63072,37533,25539
13,NAGALAND,Urban,Total,570966,299177,271789,146787,74525,72262,192884,97477,95407,231295,127175,104120
13,NAGALAND,Urban,Illiterate,125195,59241,65954,89869,43357,46512,25948,11103,14845,9378,4781,4597
13,NAGALAND,Urban,Literate,445771,239936,205835,56918,31168,25750,166936,86374,80562,221917,122394,99523
13,NAGALAND,Urban,Literate but below primary,63554,33086,30468,15731,8092,7639,29174,14823,14351,18649,10171,8478
13,NAGALAND,Urban,Primary but below middle,84559,43980,40579,13326,6679,6647,37675,18704,18971,33558,18597,14961
13,NAGALAND,Urban,Middle but below matric/secondary,100190,53016,47174,10354,5531,4823,39654,19977,19677,50182,27508,22674
13,NAGALAND,Urban,Matric/Secondary but below graduate,125459,69279,56180,11199,7233,3966,39807,21645,18162,74453,40401,34052
13,NAGALAND,Urban,Graduate and above,49735,28502,21233,2042,1221,821,11993,6691,5302,35700,20590,15110
14,MANIPUR,Rural,Total,2021640,1026884,994756,1063762,499802,563960,581795,305155,276640,376083,221927,154156
14,MANIPUR,Rural,Illiterate,738781,316750,422031,597615,254969,342646,113371,48138,65233,27795,13643,14152
14,MANIPUR,Rural,Literate,1282859,710134,572725,466147,244833,221314,468424,257017,211407,348288,208284,140004
14,MANIPUR,Rural,Literate but below primary,182156,92797,89359,111240,56503,54737,53892,27208,26684,17024,9086,7938
14,MANIPUR,Rural,Primary but below middle,250145,127663,122482,111342,55328,56014,97088,49697,47391,41715,22638,19077
14,MANIPUR,Rural,Middle but below matric/secondary,321923,180386,141537,118384,63193,55191,127642,71785,55857,75897,45408,30489
14,MANIPUR,Rural,Matric/Secondary but below graduate,358154,205962,152192,83154,46880,36274,137754,77606,60148,137246,81476,55770
14,MANIPUR,Rural,Graduate and above,103602,66363,37239,11288,6912,4376,30928,18970,11958,61386,40481,20905
14,MANIPUR,Total,Total,2855794,1438586,1417208,1467174,678299,788875,771802,404042,367760,616818,356245,260573
14,MANIPUR,Total,Illiterate,947318,398728,548590,789482,330252,459230,124491,52457,72034,33345,16019,17326
14,MANIPUR,Total,Literate,1908476,1039858,868618,677692,348047,329645,647311,351585,295726,583473,340226,243247
14,MANIPUR,Total,Literate but below primary,243566,123662,119904,152599,77292,75307,67961,34239,33722,23006,12131,10875
14,MANIPUR,Total,Primary but below middle,326953,164889,162064,152335,74730,77605,119256,60689,58567,55362,29470,25892
14,MANIPUR,Total,Middle but below matric/secondary,457032,251129,205903,175929,91330,84599,171286,95581,75705,109817,64218,45599
14,MANIPUR,Total,Matric/Secondary but below graduate,563369,315644,247725,132466,71304,61162,204064,112946,91118,226839,131394,95445
14,MANIPUR,Total,Graduate and above,225620,135082,90538,22277,12281,9996,57449,33148,24301,145894,89653,56241
14,MANIPUR,Urban,Total,834154,411702,422452,403412,178497,224915,190007,98887,91120,240735,134318,106417
14,MANIPUR,Urban,Illiterate,208537,81978,126559,191867,75283,116584,11120,4319,6801,5550,2376,3174
14,MANIPUR,Urban,Literate,625617,329724,295893,211545,103214,108331,178887,94568,84319,235185,131942,103243
14,MANIPUR,Urban,Literate but below primary,61410,30865,30545,41359,20789,20570,14069,7031,7038,5982,3045,2937
14,MANIPUR,Urban,Primary but below middle,76808,37226,39582,40993,19402,21591,22168,10992,11176,13647,6832,6815
14,MANIPUR,Urban,Middle but below matric/secondary,135109,70743,64366,57545,28137,29408,43644,23796,19848,33920,18810,15110
14,MANIPUR,Urban,Matric/Secondary but below graduate,205215,109682,95533,49312,24424,24888,66310,35340,30970,89593,49918,39675
14,MANIPUR,Urban,Graduate and above,122018,68719,53299,10989,5369,5620,26521,14178,12343,84508,49172,35336
15,MIZORAM,Rural,Total,525435,269135,256300,402226,197391,204835,105092,59030,46062,18117,12714,5403
15,MIZORAM,Rural,Illiterate,162101,73735,88366,147391,66660,80731,13416,6226,7190,1294,849,445
15,MIZORAM,Rural,Literate,363334,195400,167934,254835,130731,124104,91676,52804,38872,16823,11865,4958
15,MIZORAM,Rural,Literate but below primary,124917,63665,61252,95568,47101,48467,26700,14676,12024,2649,1888,761
15,MIZORAM,Rural,Primary but below middle,107206,58312,48894,81304,43151,38153,22422,12861,9561,3480,2300,1180
15,MIZORAM,Rural,Middle but below matric/secondary,75244,40653,34591,53207,27442,25765,18559,10734,7825,3478,2477,1001
15,MIZORAM,Rural,Matric/Secondary but below graduate,39259,22761,16498,17666,9467,8199,16764,9838,6926,4829,3456,1373
15,MIZORAM,Rural,Graduate and above,8889,6149,2740,1413,915,498,5451,3746,1705,2025,1488,537
15,MIZORAM,Total,Total,1097206,555339,541867,787503,381175,406328,256737,139450,117287,52966,34714,18252
15,MIZORAM,Total,Illiterate,249031,116810,132221,230774,108008,122766,16508,7711,8797,1749,1091,658
15,MIZORAM,Total,Literate,848175,438529,409646,556729,273167,283562,240229,131739,108490,51217,33623,17594
15,MIZORAM,Total,Literate but below primary,215865,105262,110603,172444,80975,91469,38959,21283,17676,4462,3004,1458
15,MIZORAM,Total,Primary but below middle,207450,108434,99016,161899,81967,79932,39079,22177,16902,6472,4290,2182
15,MIZORAM,Total,Middle but below matric/secondary,201482,104978,96504,144576,71775,72801,48199,27248,20951,8707,5955,2752
15,MIZORAM,Total,Matric/Secondary but below graduate,159276,83510,75766,61829,30625,31204,78955,41153,37802,18492,11732,6760
15,MIZORAM,Total,Graduate and above,49621,29527,20094,5532,3216,2316,31725,18159,13566,12364,8152,4212
15,MIZORAM,Urban,Total,571771,286204,285567,385277,183784,201493,151645,80420,71225,34849,22000,12849
15,MIZORAM,Urban,Illiterate,86930,43075,43855,83383,41348,42035,3092,1485,1607,455,242,213
15,MIZORAM,Urban,Literate,484841,243129,241712,301894,142436,159458,148553,78935,69618,34394,21758,12636
15,MIZORAM,Urban,Literate but below primary,90948,41597,49351,76876,33874,43002,12259,6607,5652,1813,1116,697
15,MIZORAM,Urban,Primary but below middle,100244,50122,50122,80595,38816,41779,16657,9316,7341,2992,1990,1002
15,MIZORAM,Urban,Middle but below matric/secondary,126238,64325,61913,91369,44333,47036,29640,16514,13126,5229,3478,1751
15,MIZORAM,Urban,Matric/Secondary but below graduate,120017,60749,59268,44163,21158,23005,62191,31315,30876,13663,8276,5387
15,MIZORAM,Urban,Graduate and above,40732,23378,17354,4119,2301,1818,26274,14413,11861,10339,6664,3675
16,TRIPURA,Rural,Total,2712464,1387173,1325291,1713723,833099,880624,887268,478980,408288,111473,75094,36379
16,TRIPURA,Rural,Illiterate,719691,305670,414021,569286,248026,321260,144431,54629,89802,5974,3015,2959
16,TRIPURA,Rural,Literate,1992773,1081503,911270,1144437,585073,559364,742837,424351,318486,105499,72079,33420
16,TRIPURA,Rural,Literate but below primary,579471,294874,284597,371767,184641,187126,196623,103373,93250,11081,6860,4221
16,TRIPURA,Rural,Primary but below middle,534359,283731,250628,323730,163274,160456,193960,109856,84104,16669,10601,6068
16,TRIPURA,Rural,Middle but below matric/secondary,413619,228022,185597,228105,116887,111218,159731,93531,66200,25783,17604,8179
16,TRIPURA,Rural,Matric/Secondary but below graduate,289197,180152,109045,131361,76851,54510,122163,77985,44178,35673,25316,10357
16,TRIPURA,Rural,Graduate and above,48053,34869,13184,16965,12038,4927,19325,14004,5321,11763,8827,2936
16,TRIPURA,Total,Total,3673917,1874376,1799541,2405316,1160877,1244439,1070024,584356,485668,198577,129143,69434
16,TRIPURA,Total,Illiterate,869134,373007,496127,711531,312073,399458,150839,57429,93410,6764,3505,3259
16,TRIPURA,Total,Literate,2804783,1501369,1303414,1693785,848804,844981,919185,526927,392258,191813,125638,66175
16,TRIPURA,Total,Literate but below primary,725461,363853,361608,501133,244786,256347,211062,110986,100076,13266,8081,5185
16,TRIPURA,Total,Primary but below middle,698656,363404,335252,461393,228248,233145,216138,122182,93956,21125,12974,8151
16,TRIPURA,Total,Middle but below matric/secondary,592396,320040,272356,359031,180614,178417,198193,116292,81901,35172,23134,12038
16,TRIPURA,Total,Matric/Secondary but below graduate,480515,285987,194528,229153,126243,102910,183795,114533,69262,67567,45211,22356
16,TRIPURA,Total,Graduate and above,137812,88621,49191,40708,24928,15780,50505,32537,17968,46599,31156,15443
16,TRIPURA,Urban,Total,961453,487203,474250,691593,327778,363815,182756,105376,77380,87104,54049,33055
16,TRIPURA,Urban,Illiterate,149443,67337,82106,142245,64047,78198,6408,2800,3608,790,490,300
16,TRIPURA,Urban,Literate,812010,419866,392144,549348,263731,285617,176348,102576,73772,86314,53559,32755
16,TRIPURA,Urban,Literate but below primary,145990,68979,77011,129366,60145,69221,14439,7613,6826,2185,1221,964
16,TRIPURA,Urban,Primary but below middle,164297,79673,84624,137663,64974,72689,22178,12326,9852,4456,2373,2083
16,TRIPURA,Urban,Middle but below matric/secondary,178777,92018,86759,130926,63727,67199,38462,22761,15701,9389,5530,3859
16,TRIPURA,Urban,Matric/Secondary but below graduate,191318,105835,85483,97792,49392,48400,61632,36548,25084,31894,19895,11999
16,TRIPURA,Urban,Graduate and above,89759,53752,36007,23743,12890,10853,31180,18533,12647,34836,22329,12507
17,MEGHALAYA,Rural,Total,2371439,1194260,1177179,1897741,931254,966487,350395,184976,165419,123303,78030,45273
17,MEGHALAYA,Rural,Illiterate,1056285,518624,537661,979974,478068,501906,60486,31408,29078,15825,9148,6677
17,MEGHALAYA,Rural,Literate,1315154,675636,639518,917767,453186,464581,289909,153568,136341,107478,68882,38596
17,MEGHALAYA,Rural,Literate but below primary,527346,271443,255903,446451,224814,221637,67114,37590,29524,13781,9039,4742
17,MEGHALAYA,Rural,Primary but below middle,327955,162619,165336,239598,113999,125599,68850,36404,32446,19507,12216,7291
17,MEGHALAYA,Rural,Middle but below matric/secondary,200963,101714,99249,114835,54734,60101,61615,31502,30113,24513,15478,9035
17,MEGHALAYA,Rural,Matric/Secondary but below graduate,160821,87548,73273,59073,30345,28728,65860,34075,31785,35888,23128,12760
17,MEGHALAYA,Rural,Graduate and above,27487,14884,12603,5191,2618,2573,13640,6742,6898,8656,5524,3132
17,MEGHALAYA,Total,Total,2966889,1491832,1475057,2144569,1050752,1093817,547389,280331,267058,274931,160749,114182
17,MEGHALAYA,Total,Illiterate,1181884,577953,603931,1086478,529032,557446,74585,37143,37442,20821,11778,9043
17,MEGHALAYA,Total,Literate,1785005,913879,871126,1058091,521720,536371,472804,243188,229616,254110,148971,105139
17,MEGHALAYA,Total,Literate but below primary,609064,311818,297246,496457,249159,247298,90013,48941,41072,22594,13718,8876
17,MEGHALAYA,Total,Primary but below middle,412929,203761,209168,276397,131045,145352,100433,51746,48687,36099,20970,15129
17,MEGHALAYA,Total,Middle but below matric/secondary,297897,151272,146625,139991,66887,73104,103309,52320,50989,54597,32065,22532
17,MEGHALAYA,Total,Matric/Secondary but below graduate,290310,156544,133766,78022,40919,37103,123112,62631,60481,89176,52994,36182
17,MEGHALAYA,Total,Graduate and above,90519,46311,44208,9588,4814,4774,38448,18009,20439,42483,23488,18995
17,MEGHALAYA,Urban,Total,595450,297572,297878,246828,119498,127330,196994,95355,101639,151628,82719,68909
17,MEGHALAYA,Urban,Illiterate,125599,59329,66270,106504,50964,55540,14099,5735,8364,4996,2630,2366
17,MEGHALAYA,Urban,Literate,469851,238243,231608,140324,68534,71790,182895,89620,93275,146632,80089,66543
17,MEGHALAYA,Urban,Literate but below primary,81718,40375,41343,50006,24345,25661,22899,11351,11548,8813,4679,4134
17,MEGHALAYA,Urban,Primary but below middle,84974,41142,43832,36799,17046,19753,31583,15342,16241,16592,8754,7838
17,MEGHALAYA,Urban,Middle but below matric/secondary,96934,49558,47376,25156,12153,13003,41694,20818,20876,30084,16587,13497
17,MEGHALAYA,Urban,Matric/Secondary but below graduate,129489,68996,60493,18949,10574,8375,57252,28556,28696,53288,29866,23422
17,MEGHALAYA,Urban,Graduate and above,63032,31427,31605,4397,2196,2201,24808,11267,13541,33827,17964,15863
18,ASSAM,Rural,Total,26807034,13678989,13128045,15025176,7172503,7852673,8812485,4670814,4141671,2969373,1835672,1133701
18,ASSAM,Rural,Illiterate,11121598,4972796,6148802,7807375,3442662,4364713,2980376,1347846,1632530,333847,182288,151559
18,ASSAM,Rural,Literate,15685436,8706193,6979243,7217801,3729841,3487960,5832109,3322968,2509141,2635526,1653384,982142
18,ASSAM,Rural,Literate but below primary,4059010,2219933,1839077,2260619,1179984,1080635,1586075,897904,688171,212316,142045,70271
18,ASSAM,Rural,Primary but below middle,3787871,2066648,1721223,1816325,944356,871969,1526415,848054,678361,445131,274238,170893
18,ASSAM,Rural,Middle but below matric/secondary,3572051,1885166,1686885,1619716,793138,826578,1294768,709277,585491,657567,382751,274816
18,ASSAM,Rural,Matric/Secondary but below graduate,2941276,1736400,1204876,1022260,548264,473996,999806,607224,392582,919210,580912,338298
18,ASSAM,Rural,Graduate and above,507240,340774,166466,94947,58420,36527,134212,89449,44763,278081,192905,85176
18,ASSAM,Total,Total,31205576,15939443,15266133,16744985,7960039,8784946,10108094,5343117,4764977,4352497,2636287,1716210
18,ASSAM,Total,Illiterate,12027599,5370804,6656795,8492495,3747677,4744818,3148475,1416081,1732394,386629,207046,179583
18,ASSAM,Total,Literate,19177977,10568639,8609338,8252490,4212362,4040128,6959619,3927036,3032583,3965868,2429241,1536627
18,ASSAM,Total,Literate but below primary,4550439,2469904,2080535,2516887,1301949,1214938,1750678,984852,765826,282874,183103,99771
18,ASSAM,Total,Primary but below middle,4383390,2378849,2004541,2051154,1056687,994467,1746020,965127,780893,586216,357035,229181
18,ASSAM,Total,Middle but below matric/secondary,4285011,2248173,2036838,1844894,893302,951592,1554505,844636,709869,885612,510235,375377
18,ASSAM,Total,Matric/Secondary but below graduate,3993107,2304914,1688193,1242014,649882,592132,1340449,791718,548731,1410644,863314,547330
18,ASSAM,Total,Graduate and above,1011345,639241,372104,145928,84048,61880,233679,146850,86829,631738,408343,223395
18,ASSAM,Urban,Total,4398542,2260454,2138088,1719809,787536,932273,1295609,672303,623306,1383124,800615,582509
18,ASSAM,Urban,Illiterate,906001,398008,507993,685120,305015,380105,168099,68235,99864,52782,24758,28024
18,ASSAM,Urban,Literate,3492541,1862446,1630095,1034689,482521,552168,1127510,604068,523442,1330342,775857,554485
